horario,ear,status
17:37:59,0.172,Fadiga
17:38:00,0.175,Fadiga
17:38:00,0.135,Fadiga
17:38:00,0.132,Fadiga
17:38:00,0.152,Fadiga
17:38:00,0.168,Fadiga
17:38:00,0.175,Fadiga
17:38:00,0.208,Fadiga
17:38:01,0.193,Fadiga
17:38:01,0.177,Fadiga
17:38:01,0.195,Fadiga
17:38:01,0.182,Fadiga
17:38:01,0.167,Fadiga
17:38:01,0.175,Fadiga
17:38:01,0.158,Fadiga
17:38:02,0.171,Fadiga
17:38:02,0.164,Fadiga
17:38:02,0.145,Fadiga
17:38:02,0.132,Fadiga
17:38:02,0.144,Fadiga
17:38:02,0.159,Fadiga
17:38:02,0.173,Fadiga
17:38:03,0.187,Fadiga
17:38:03,0.168,Fadiga
17:38:03,0.182,Fadiga
17:38:03,0.183,Fadiga
17:38:03,0.179,Fadiga
17:38:03,0.148,Fadiga
17:38:03,0.146,Fadiga
17:38:04,0.174,Fadiga
17:38:04,0.223,Fadiga
17:38:04,0.23,Fadiga
17:38:04,0.187,Fadiga
17:38:04,0.21,Fadiga
17:38:04,0.177,Fadiga
17:38:04,0.202,Fadiga
17:38:05,0.172,Fadiga
17:38:05,0.19,Fadiga
17:38:05,0.163,Fadiga
17:38:05,0.173,Fadiga
17:38:05,0.167,Fadiga
17:38:05,0.181,Fadiga
17:38:05,0.176,Fadiga
17:38:06,0.187,Fadiga
17:38:06,0.188,Fadiga
17:38:06,0.151,Fadiga
17:38:06,0.16,Fadiga
17:38:06,0.18,Fadiga
17:38:06,0.166,Fadiga
17:38:06,0.171,Fadiga
17:38:06,0.154,Fadiga
17:38:07,0.159,Fadiga
17:38:07,0.148,Fadiga
17:38:07,0.168,Fadiga
17:38:07,0.166,Fadiga
17:38:07,0.147,Fadiga
17:38:07,0.15,Fadiga
17:38:07,0.067,Fadiga
17:38:08,0.093,Fadiga
17:38:08,0.086,Fadiga
17:38:08,0.156,Fadiga
17:38:08,0.12,Fadiga
17:38:08,0.119,Fadiga
17:38:08,0.204,Fadiga
17:38:08,0.189,Fadiga
17:38:09,0.213,Fadiga
17:38:09,0.217,Fadiga
17:38:09,0.187,Fadiga
17:38:09,0.19,Fadiga
17:38:09,0.203,Fadiga
17:38:09,0.255,Normal
17:38:09,0.269,Normal
17:38:09,0.302,Normal
17:38:09,0.282,Normal
17:38:09,0.305,Normal
17:38:09,0.295,Normal
17:38:09,0.262,Normal
17:38:09,0.275,Normal
17:38:09,0.285,Normal
17:38:09,0.26,Normal
17:38:09,0.286,Normal
17:38:09,0.291,Normal
17:38:09,0.306,Normal
17:38:09,0.292,Normal
17:38:10,0.272,Normal
17:38:10,0.291,Normal
17:38:10,0.289,Normal
17:38:10,0.298,Normal
17:38:10,0.305,Normal
17:38:10,0.293,Normal
17:38:10,0.301,Normal
17:38:10,0.311,Normal
17:38:10,0.303,Normal
17:38:10,0.299,Normal
17:38:10,0.308,Normal
17:38:10,0.297,Normal
17:38:10,0.3,Normal
17:38:10,0.315,Normal
17:38:10,0.303,Normal
17:38:10,0.31,Normal
17:38:10,0.313,Normal
17:38:10,0.306,Normal
17:38:10,0.296,Normal
17:38:10,0.299,Normal
17:38:10,0.289,Normal
17:38:10,0.289,Normal
17:38:10,0.301,Normal
17:38:10,0.245,Fadiga
17:38:10,0.237,Fadiga
17:38:10,0.238,Fadiga
17:38:10,0.254,Normal
17:38:10,0.266,Normal
17:38:10,0.258,Normal
17:38:10,0.271,Normal
17:38:11,0.252,Normal
17:38:11,0.259,Normal
17:38:11,0.244,Fadiga
17:38:11,0.208,Fadiga
17:38:11,0.221,Fadiga
17:38:11,0.219,Fadiga
17:38:11,0.201,Fadiga
17:38:11,0.202,Fadiga
17:38:11,0.197,Fadiga
17:38:11,0.203,Fadiga
17:38:11,0.205,Fadiga
17:38:11,0.181,Fadiga
17:38:11,0.199,Fadiga
17:38:11,0.215,Fadiga
17:38:11,0.206,Fadiga
17:38:11,0.221,Fadiga
17:38:11,0.222,Fadiga
17:38:11,0.209,Fadiga
17:38:11,0.218,Fadiga
17:38:11,0.205,Fadiga
17:38:11,0.215,Fadiga
17:38:11,0.217,Fadiga
17:38:11,0.203,Fadiga
17:38:11,0.215,Fadiga
17:38:11,0.203,Fadiga
17:38:11,0.199,Fadiga
17:38:11,0.201,Fadiga
17:38:11,0.223,Fadiga
17:38:11,0.213,Fadiga
17:38:11,0.206,Fadiga
17:38:12,0.214,Fadiga
17:38:12,0.211,Fadiga
17:38:12,0.214,Fadiga
17:38:12,0.22,Fadiga
17:38:12,0.201,Fadiga
17:38:12,0.227,Fadiga
17:38:12,0.215,Fadiga
17:38:12,0.216,Fadiga
17:38:12,0.221,Fadiga
17:38:12,0.221,Fadiga
17:38:12,0.222,Fadiga
17:38:12,0.231,Fadiga
17:38:12,0.231,Fadiga
17:38:12,0.227,Fadiga
17:38:12,0.224,Fadiga
17:38:12,0.209,Fadiga
17:38:12,0.216,Fadiga
17:38:12,0.217,Fadiga
17:38:12,0.2,Fadiga
17:38:12,0.218,Fadiga
17:38:12,0.212,Fadiga
17:38:12,0.211,Fadiga
17:38:12,0.217,Fadiga
17:38:12,0.203,Fadiga
17:38:12,0.218,Fadiga
17:38:12,0.213,Fadiga
17:38:12,0.224,Fadiga
17:38:12,0.214,Fadiga
17:38:12,0.211,Fadiga
17:38:12,0.212,Fadiga
17:38:13,0.215,Fadiga
17:38:13,0.198,Fadiga
17:38:13,0.203,Fadiga
17:38:13,0.231,Fadiga
17:38:13,0.194,Fadiga
17:38:13,0.213,Fadiga
17:38:13,0.188,Fadiga
17:38:13,0.078,Fadiga
17:38:14,0.101,Fadiga
17:38:14,0.243,Fadiga
17:38:14,0.207,Fadiga
17:38:14,0.186,Fadiga
17:38:14,0.222,Fadiga
17:38:14,0.215,Fadiga
17:38:14,0.205,Fadiga
17:38:14,0.204,Fadiga
17:38:15,0.216,Fadiga
17:38:15,0.203,Fadiga
17:38:15,0.204,Fadiga
17:38:15,0.214,Fadiga
17:38:15,0.226,Fadiga
17:38:15,0.228,Fadiga
17:38:15,0.259,Normal
17:38:15,0.259,Normal
17:38:15,0.252,Normal
17:38:15,0.282,Normal
17:38:15,0.287,Normal
17:38:15,0.275,Normal
17:38:15,0.267,Normal
17:38:16,0.26,Normal
17:38:16,0.279,Normal
17:38:16,0.269,Normal
17:38:16,0.272,Normal
17:38:16,0.276,Normal
17:38:16,0.272,Normal
17:38:16,0.26,Normal
17:38:16,0.259,Normal
17:38:16,0.259,Normal
17:38:16,0.259,Normal
17:38:16,0.271,Normal
17:38:16,0.247,Fadiga
17:38:16,0.123,Fadiga
17:38:16,0.093,Fadiga
17:38:16,0.163,Fadiga
17:38:16,0.192,Fadiga
17:38:16,0.203,Fadiga
17:38:16,0.194,Fadiga
17:38:16,0.211,Fadiga
17:38:16,0.194,Fadiga
17:38:16,0.201,Fadiga
17:38:16,0.209,Fadiga
17:38:16,0.214,Fadiga
17:38:16,0.208,Fadiga
17:38:16,0.219,Fadiga
17:38:16,0.196,Fadiga
17:38:16,0.211,Fadiga
17:38:16,0.217,Fadiga
17:38:16,0.215,Fadiga
17:38:16,0.206,Fadiga
17:38:17,0.202,Fadiga
17:38:17,0.21,Fadiga
17:38:17,0.218,Fadiga
17:38:17,0.21,Fadiga
17:38:17,0.219,Fadiga
17:38:17,0.213,Fadiga
17:38:17,0.209,Fadiga
17:38:17,0.206,Fadiga
17:38:17,0.211,Fadiga
17:38:17,0.2,Fadiga
17:38:17,0.22,Fadiga
17:38:17,0.193,Fadiga
17:38:17,0.207,Fadiga
17:38:17,0.217,Fadiga
17:38:17,0.218,Fadiga
17:38:17,0.222,Fadiga
17:38:17,0.212,Fadiga
17:38:17,0.21,Fadiga
17:38:17,0.202,Fadiga
17:38:17,0.214,Fadiga
17:38:17,0.202,Fadiga
17:38:17,0.208,Fadiga
17:38:17,0.197,Fadiga
17:38:17,0.198,Fadiga
17:38:17,0.206,Fadiga
17:38:17,0.193,Fadiga
17:38:17,0.206,Fadiga
17:38:17,0.191,Fadiga
17:38:17,0.199,Fadiga
17:38:17,0.196,Fadiga
17:38:18,0.199,Fadiga
17:38:18,0.184,Fadiga
17:38:18,0.198,Fadiga
17:38:18,0.194,Fadiga
17:38:18,0.194,Fadiga
17:38:18,0.191,Fadiga
17:38:18,0.193,Fadiga
17:38:18,0.208,Fadiga
17:38:18,0.206,Fadiga
17:38:18,0.2,Fadiga
17:38:18,0.197,Fadiga
17:38:18,0.211,Fadiga
17:38:18,0.208,Fadiga
17:38:18,0.188,Fadiga
17:38:18,0.196,Fadiga
17:38:19,0.187,Fadiga
17:38:19,0.192,Fadiga
17:38:19,0.198,Fadiga
17:38:19,0.195,Fadiga
17:38:19,0.19,Fadiga
17:38:19,0.228,Fadiga
17:38:19,0.222,Fadiga
17:38:19,0.214,Fadiga
17:38:20,0.188,Fadiga
17:38:20,0.205,Fadiga
17:38:20,0.194,Fadiga
17:38:20,0.196,Fadiga
17:38:20,0.194,Fadiga
17:38:20,0.204,Fadiga
17:38:20,0.192,Fadiga
17:38:21,0.198,Fadiga
17:38:21,0.207,Fadiga
17:38:21,0.212,Fadiga
17:38:21,0.197,Fadiga
17:38:21,0.19,Fadiga
17:38:21,0.202,Fadiga
17:38:21,0.206,Fadiga
17:38:21,0.208,Fadiga
17:38:22,0.216,Fadiga
17:38:22,0.195,Fadiga
17:38:22,0.185,Fadiga
17:38:22,0.177,Fadiga
17:38:22,0.186,Fadiga
17:38:22,0.211,Fadiga
17:38:22,0.193,Fadiga
17:38:23,0.196,Fadiga
17:38:23,0.198,Fadiga
17:38:23,0.197,Fadiga
17:38:23,0.204,Fadiga
17:38:23,0.216,Fadiga
17:38:23,0.196,Fadiga
17:38:23,0.182,Fadiga
17:38:23,0.191,Fadiga
17:38:24,0.2,Fadiga
17:38:24,0.198,Fadiga
17:38:24,0.188,Fadiga
17:38:24,0.196,Fadiga
17:38:24,0.2,Fadiga
17:38:24,0.202,Fadiga
17:38:24,0.186,Fadiga
17:38:24,0.19,Fadiga
17:38:25,0.176,Fadiga
17:38:25,0.187,Fadiga
17:38:25,0.2,Fadiga
17:38:25,0.192,Fadiga
17:38:25,0.192,Fadiga
17:38:25,0.185,Fadiga
17:38:25,0.194,Fadiga
17:38:25,0.195,Fadiga
17:38:26,0.183,Fadiga
17:38:26,0.189,Fadiga
17:38:26,0.178,Fadiga
17:38:26,0.174,Fadiga
17:38:26,0.188,Fadiga
17:38:26,0.178,Fadiga
17:38:26,0.177,Fadiga
17:38:26,0.186,Fadiga
17:38:27,0.192,Fadiga
17:38:27,0.19,Fadiga
17:38:27,0.179,Fadiga
17:38:27,0.194,Fadiga
17:38:27,0.185,Fadiga
17:38:27,0.164,Fadiga
17:38:27,0.173,Fadiga
17:38:27,0.172,Fadiga
17:38:28,0.176,Fadiga
17:38:28,0.166,Fadiga
17:38:28,0.167,Fadiga
17:38:28,0.164,Fadiga
17:38:28,0.165,Fadiga
17:38:28,0.172,Fadiga
17:38:28,0.166,Fadiga
17:38:28,0.179,Fadiga
17:38:29,0.178,Fadiga
17:38:29,0.168,Fadiga
17:38:29,0.16,Fadiga
17:38:29,0.179,Fadiga
17:38:29,0.18,Fadiga
17:38:29,0.183,Fadiga
17:38:29,0.177,Fadiga
17:38:29,0.179,Fadiga
17:38:30,0.169,Fadiga
17:38:30,0.164,Fadiga
17:38:30,0.155,Fadiga
17:38:30,0.187,Fadiga
17:38:30,0.23,Fadiga
17:38:30,0.233,Fadiga
17:38:30,0.215,Fadiga
17:38:30,0.247,Fadiga
17:38:31,0.24,Fadiga
17:38:31,0.259,Normal
17:38:31,0.249,Fadiga
17:38:31,0.249,Fadiga
17:38:31,0.255,Normal
17:38:31,0.251,Normal
17:38:31,0.235,Fadiga
17:38:31,0.215,Fadiga
17:38:31,0.108,Fadiga
17:38:31,0.109,Fadiga
17:38:31,0.132,Fadiga
17:38:31,0.14,Fadiga
17:38:31,0.153,Fadiga
17:38:31,0.182,Fadiga
17:38:31,0.188,Fadiga
17:38:31,0.198,Fadiga
17:38:31,0.176,Fadiga
17:38:31,0.172,Fadiga
17:38:31,0.184,Fadiga
17:38:31,0.182,Fadiga
17:38:31,0.188,Fadiga
17:38:31,0.187,Fadiga
17:38:31,0.206,Fadiga
17:38:31,0.198,Fadiga
17:38:31,0.176,Fadiga
17:38:31,0.191,Fadiga
17:38:31,0.189,Fadiga
17:38:31,0.172,Fadiga
17:38:31,0.181,Fadiga
17:38:32,0.154,Fadiga
17:38:32,0.153,Fadiga
17:38:32,0.175,Fadiga
17:38:32,0.178,Fadiga
17:38:32,0.169,Fadiga
17:38:32,0.162,Fadiga
17:38:32,0.169,Fadiga
17:38:32,0.162,Fadiga
17:38:32,0.187,Fadiga
17:38:32,0.181,Fadiga
17:38:32,0.189,Fadiga
17:38:32,0.167,Fadiga
17:38:32,0.168,Fadiga
17:38:32,0.181,Fadiga
17:38:32,0.189,Fadiga
17:38:32,0.202,Fadiga
17:38:32,0.21,Fadiga
17:38:32,0.205,Fadiga
17:38:32,0.206,Fadiga
17:38:32,0.211,Fadiga
17:38:32,0.209,Fadiga
17:38:32,0.218,Fadiga
17:38:32,0.204,Fadiga
17:38:32,0.206,Fadiga
17:38:32,0.209,Fadiga
17:38:32,0.203,Fadiga
17:38:32,0.21,Fadiga
17:38:32,0.194,Fadiga
17:38:32,0.201,Fadiga
17:38:32,0.193,Fadiga
17:38:32,0.183,Fadiga
17:38:33,0.194,Fadiga
17:38:33,0.201,Fadiga
17:38:33,0.195,Fadiga
17:38:33,0.186,Fadiga
17:38:33,0.193,Fadiga
17:38:33,0.185,Fadiga
17:38:33,0.193,Fadiga
17:38:33,0.204,Fadiga
17:38:33,0.207,Fadiga
17:38:33,0.187,Fadiga
17:38:33,0.147,Fadiga
17:38:34,0.165,Fadiga
17:38:34,0.176,Fadiga
17:38:34,0.156,Fadiga
17:38:34,0.159,Fadiga
17:38:34,0.159,Fadiga
17:38:34,0.138,Fadiga
17:38:34,0.13,Fadiga
17:38:34,0.159,Fadiga
17:38:35,0.161,Fadiga
17:38:35,0.167,Fadiga
17:38:35,0.161,Fadiga
17:38:35,0.181,Fadiga
17:38:35,0.154,Fadiga
17:38:35,0.175,Fadiga
17:38:35,0.189,Fadiga
17:38:35,0.192,Fadiga
17:38:36,0.192,Fadiga
17:38:36,0.179,Fadiga
17:38:36,0.177,Fadiga
17:38:36,0.189,Fadiga
17:38:36,0.171,Fadiga
17:38:36,0.175,Fadiga
17:38:36,0.174,Fadiga
17:38:36,0.182,Fadiga
17:38:37,0.186,Fadiga
17:38:37,0.162,Fadiga
17:38:37,0.151,Fadiga
17:38:37,0.176,Fadiga
17:38:37,0.157,Fadiga
17:38:37,0.148,Fadiga
17:38:37,0.161,Fadiga
17:38:37,0.164,Fadiga
17:38:38,0.174,Fadiga
17:38:38,0.168,Fadiga
17:38:38,0.167,Fadiga
17:38:38,0.156,Fadiga
17:38:38,0.159,Fadiga
17:38:38,0.174,Fadiga
17:38:38,0.172,Fadiga
17:38:38,0.182,Fadiga
17:38:39,0.161,Fadiga
17:38:39,0.164,Fadiga
17:38:39,0.153,Fadiga
17:38:39,0.23,Fadiga
17:38:39,0.193,Fadiga
17:38:39,0.217,Fadiga
17:38:39,0.209,Fadiga
17:38:39,0.218,Fadiga
17:38:40,0.212,Fadiga
17:38:40,0.197,Fadiga
17:38:40,0.222,Fadiga
17:38:40,0.214,Fadiga
17:38:40,0.151,Fadiga
17:38:40,0.208,Fadiga
17:38:40,0.237,Fadiga
17:38:41,0.236,Fadiga
17:38:41,0.199,Fadiga
17:38:41,0.213,Fadiga
17:38:41,0.219,Fadiga
17:38:41,0.187,Fadiga
17:38:41,0.238,Fadiga
17:38:41,0.207,Fadiga
17:38:41,0.259,Normal
17:38:41,0.241,Fadiga
17:38:41,0.21,Fadiga
17:38:41,0.176,Fadiga
17:38:41,0.182,Fadiga
17:38:42,0.174,Fadiga
17:38:42,0.168,Fadiga
17:38:42,0.182,Fadiga
17:38:42,0.202,Fadiga
17:38:42,0.21,Fadiga
17:38:42,0.198,Fadiga
17:38:42,0.222,Fadiga
17:38:42,0.208,Fadiga
17:38:42,0.229,Fadiga
17:38:42,0.201,Fadiga
17:38:42,0.211,Fadiga
17:38:42,0.219,Fadiga
17:38:42,0.224,Fadiga
17:38:42,0.219,Fadiga
17:38:42,0.216,Fadiga
17:38:42,0.228,Fadiga
17:38:42,0.223,Fadiga
17:38:42,0.199,Fadiga
17:38:42,0.209,Fadiga
17:38:42,0.207,Fadiga
17:38:42,0.208,Fadiga
17:38:42,0.199,Fadiga
17:38:42,0.173,Fadiga
17:38:42,0.194,Fadiga
17:38:42,0.18,Fadiga
17:38:42,0.198,Fadiga
17:38:42,0.216,Fadiga
17:38:42,0.222,Fadiga
17:38:42,0.218,Fadiga
17:38:42,0.225,Fadiga
17:38:43,0.161,Fadiga
17:38:43,0.148,Fadiga
17:38:43,0.179,Fadiga
17:38:43,0.206,Fadiga
17:38:43,0.178,Fadiga
17:38:43,0.215,Fadiga
17:38:43,0.267,Normal
17:38:43,0.223,Fadiga
17:38:43,0.206,Fadiga
17:38:43,0.215,Fadiga
17:38:43,0.209,Fadiga
17:38:43,0.216,Fadiga
17:38:43,0.231,Fadiga
17:38:43,0.231,Fadiga
17:38:43,0.234,Fadiga
17:38:43,0.224,Fadiga
17:38:43,0.233,Fadiga
17:38:43,0.219,Fadiga
17:38:43,0.173,Fadiga
17:38:43,0.186,Fadiga
17:38:43,0.192,Fadiga
17:38:43,0.171,Fadiga
17:38:43,0.147,Fadiga
17:38:43,0.163,Fadiga
17:38:43,0.156,Fadiga
17:38:43,0.155,Fadiga
17:38:43,0.157,Fadiga
17:38:43,0.147,Fadiga
17:38:43,0.151,Fadiga
17:38:44,0.157,Fadiga
17:38:44,0.147,Fadiga
17:38:44,0.161,Fadiga
17:38:44,0.144,Fadiga
17:38:44,0.154,Fadiga
17:38:44,0.184,Fadiga
17:38:44,0.173,Fadiga
17:38:44,0.156,Fadiga
17:38:44,0.162,Fadiga
17:38:44,0.172,Fadiga
17:38:44,0.157,Fadiga
17:38:44,0.156,Fadiga
17:38:44,0.156,Fadiga
17:38:44,0.141,Fadiga
17:38:44,0.127,Fadiga
17:38:44,0.133,Fadiga
17:38:44,0.125,Fadiga
17:38:44,0.118,Fadiga
17:38:44,0.131,Fadiga
17:38:44,0.132,Fadiga
17:38:44,0.13,Fadiga
17:38:44,0.148,Fadiga
17:38:44,0.151,Fadiga
17:38:44,0.162,Fadiga
17:38:44,0.126,Fadiga
17:38:44,0.142,Fadiga
17:38:44,0.142,Fadiga
17:38:44,0.137,Fadiga
17:38:44,0.144,Fadiga
17:38:44,0.135,Fadiga
17:38:45,0.16,Fadiga
17:38:45,0.152,Fadiga
17:38:45,0.153,Fadiga
17:38:45,0.151,Fadiga
17:38:45,0.145,Fadiga
17:38:45,0.148,Fadiga
17:38:45,0.151,Fadiga
17:38:45,0.142,Fadiga
17:38:45,0.162,Fadiga
17:38:45,0.159,Fadiga
17:38:45,0.145,Fadiga
17:38:45,0.171,Fadiga
17:38:46,0.225,Fadiga
17:38:46,0.207,Fadiga
17:38:46,0.215,Fadiga
17:38:46,0.205,Fadiga
17:38:46,0.184,Fadiga
17:38:46,0.177,Fadiga
17:38:46,0.195,Fadiga
17:38:46,0.184,Fadiga
17:38:47,0.195,Fadiga
17:38:47,0.205,Fadiga
17:38:47,0.187,Fadiga
17:38:47,0.174,Fadiga
17:38:47,0.203,Fadiga
17:38:47,0.198,Fadiga
17:38:47,0.178,Fadiga
17:38:47,0.203,Fadiga
17:38:48,0.206,Fadiga
17:38:48,0.202,Fadiga
17:38:48,0.208,Fadiga
17:38:48,0.184,Fadiga
17:38:48,0.192,Fadiga
17:38:48,0.204,Fadiga
17:38:48,0.183,Fadiga
17:38:48,0.188,Fadiga
17:38:49,0.193,Fadiga
17:38:49,0.196,Fadiga
17:38:49,0.175,Fadiga
17:38:49,0.185,Fadiga
17:38:49,0.175,Fadiga
17:38:49,0.195,Fadiga
17:38:49,0.171,Fadiga
17:38:50,0.17,Fadiga
17:38:50,0.167,Fadiga
17:38:50,0.172,Fadiga
17:38:50,0.183,Fadiga
17:38:50,0.185,Fadiga
17:38:50,0.178,Fadiga
17:38:50,0.177,Fadiga
17:38:51,0.178,Fadiga
17:38:51,0.198,Fadiga
17:38:51,0.165,Fadiga
17:38:51,0.164,Fadiga
17:38:51,0.164,Fadiga
17:38:51,0.173,Fadiga
17:38:51,0.168,Fadiga
17:38:51,0.174,Fadiga
17:38:52,0.176,Fadiga
17:38:52,0.188,Fadiga
17:38:52,0.173,Fadiga
17:38:52,0.176,Fadiga
17:38:52,0.179,Fadiga
17:38:52,0.161,Fadiga
17:38:52,0.159,Fadiga
17:38:53,0.161,Fadiga
17:38:53,0.155,Fadiga
17:38:53,0.171,Fadiga
17:38:53,0.06,Fadiga
17:38:53,0.166,Fadiga
17:38:53,0.175,Fadiga
17:38:53,0.181,Fadiga
17:38:54,0.165,Fadiga
17:38:54,0.168,Fadiga
17:38:54,0.163,Fadiga
17:38:54,0.174,Fadiga
17:38:54,0.158,Fadiga
17:38:54,0.172,Fadiga
17:38:54,0.19,Fadiga
17:38:55,0.21,Fadiga
17:38:55,0.203,Fadiga
17:38:55,0.222,Fadiga
17:38:55,0.205,Fadiga
17:38:55,0.179,Fadiga
17:38:55,0.188,Fadiga
17:38:55,0.182,Fadiga
17:38:56,0.196,Fadiga
17:38:56,0.201,Fadiga
17:38:56,0.184,Fadiga
17:38:56,0.201,Fadiga
17:38:56,0.19,Fadiga
17:38:56,0.175,Fadiga
17:38:56,0.179,Fadiga
17:38:57,0.177,Fadiga
17:38:57,0.183,Fadiga
17:38:57,0.181,Fadiga
17:38:57,0.187,Fadiga
17:38:57,0.171,Fadiga
17:38:57,0.194,Fadiga
17:38:57,0.184,Fadiga
17:38:58,0.175,Fadiga
17:38:58,0.174,Fadiga
17:38:58,0.184,Fadiga
17:38:58,0.202,Fadiga
17:38:58,0.195,Fadiga
17:38:58,0.187,Fadiga
17:38:58,0.166,Fadiga
17:38:59,0.188,Fadiga
17:38:59,0.181,Fadiga
17:38:59,0.189,Fadiga
17:38:59,0.174,Fadiga
17:38:59,0.167,Fadiga
17:38:59,0.174,Fadiga
17:39:00,0.179,Fadiga
17:39:00,0.189,Fadiga
17:39:00,0.218,Fadiga
17:39:00,0.209,Fadiga
17:39:00,0.116,Fadiga
17:39:00,0.235,Fadiga
17:39:00,0.214,Fadiga
17:39:01,0.211,Fadiga
17:39:01,0.221,Fadiga
17:39:01,0.208,Fadiga
17:39:01,0.225,Fadiga
17:39:01,0.216,Fadiga
17:39:01,0.232,Fadiga
17:39:01,0.204,Fadiga
17:39:02,0.222,Fadiga
17:39:02,0.218,Fadiga
17:39:02,0.211,Fadiga
17:39:02,0.175,Fadiga
17:39:02,0.199,Fadiga
17:39:02,0.211,Fadiga
17:39:03,0.207,Fadiga
17:39:03,0.223,Fadiga
17:39:03,0.25,Fadiga
17:39:03,0.211,Fadiga
17:39:03,0.211,Fadiga
17:39:03,0.253,Normal
17:39:03,0.254,Normal
17:39:03,0.252,Normal
17:39:03,0.263,Normal
17:39:03,0.27,Normal
17:39:03,0.279,Normal
17:39:03,0.257,Normal
